time,signal,phase
6.766007392025042,0.9901831014837992,0.0018938595348334526
20.51389024061656,0.998765624523485,0.005742001800723837
22.782914506602747,1.0160005365565452,0.006377119824090388
23.273301123309945,0.980673138687603,0.006514382956687658
27.72618370818325,1.0058424916473,0.007760780374283759
33.25915112114997,0.984625123860949,0.009309502166004057
33.351236455250174,1.0496498901442062,0.009335277586854106
43.04604479314244,0.9687821634552064,0.0120489319098957
45.131867507481886,1.0227841366757149,0.012632770355029537
51.18779059369638,1.0169901409152493,0.014327871618525598
53.73232519338078,1.0169191851673374,0.015040107185842
58.70901770481885,1.060398392690219,0.016433123187543457
68.82073625683827,0.9980288354427068,0.019263474010965
70.3861640591974,1.0200542016830136,0.019701649761864358
79.31885455099152,0.9831326096651,0.022201981209852496
81.17073625270254,1.016051446970903,0.02272033769617601
92.9680236759589,0.9902908965819772,0.026022492715698953
97.35598372923036,1.0000400752910084,0.027250717797916792
98.3338244626264,1.0381402053008428,0.027524423232923177
107.33302806582134,1.051116440214528,0.03004337223228531
118.4658906859326,1.0164871056709832,0.03315954944012284
121.248356252337,0.9544029650095632,0.033938383786282715
124.03590559933563,1.0818521285010507,0.034718641123254394
126.69403931408584,1.0420007755723406,0.035462673990625415
130.7460265219129,1.0411150274218446,0.03659685758871187
131.5811729457006,0.9807103909386106,0.03683062174621731
132.02939570635897,0.9724407023200434,0.03695608287858362
132.87706826217826,0.995978735508291,0.037193353200538515
145.27317513048033,0.9245977329039308,0.04066312256777562
150.31418016689946,1.0267920861841089,0.04207414015912774
153.0675680305693,1.0151206756529303,0.04284483542393814
161.88402729687024,0.9593621202198704,0.04531263282313037
162.8658283802986,1.0196615778896518,0.045587446791757164
170.88536082405346,1.0097666204597135,0.04783217800523662
183.4833455567586,0.9882963795618714,0.0513584545998856
190.08368326280944,0.9771793295300056,0.053205941865781696
191.34578324849997,0.9883164585878718,0.05355921373696388
192.32757884783516,1.0101080495499548,0.05383402617054917
196.086303522347,0.9778494671751896,0.05488612324215871
197.82874831338003,0.99948034430177,0.05537384746269509
198.6098802794256,0.9853424351646954,0.055592492541859835
200.6253482197029,0.9896023761363386,0.05615663812354281
207.6640192911161,1.0244829348483984,0.05812681840103769
217.4394799486712,0.9840797652772072,0.06086304795282939
