p_mas,RA_deg,DEC_deg
0.1555120672400555,347.5881300020663,-8.207670942967725
0.2132486048433587,355.8737984591121,3.905718946151653
0.2325343196218091,349.539433578835,-11.977108062438036
0.2042055575411202,18.03406223191729,-3.39721396322034
0.3257226747091366,6.015376950066639,2.95273349132486
0.2777036247068611,326.16933645590944,4.058791159958836
0.3564570139906743,341.7801050229441,-2.415431114027388
0.1920035407458724,10.861245492215062,-5.528960644145141
0.4425565188491271,303.3962715722892,-0.9121925234174784
0.7096123380323075,36.58401441345637,2.338881433951675
0.266510158715527,172.6197332676088,0.0113845074821207
0.2557132536851039,322.1824018106301,-6.761315486413769
0.0926663588326558,3.640050953774619,2.160156019969695
0.5068834682112949,44.67805122852303,-12.181604992948468
0.2320463553653937,308.3498975374188,-2.934033538282847
0.2686018098716402,351.60235633952567,-5.742049862626291
0.2025422152716711,325.22328252281415,-2.315115489168317
0.5198265583325938,108.11113559092882,-14.079143129414174
0.1315179984662378,7.204130572549218,-10.85143864853893
0.2578414846734446,218.8382760147717,8.643370994998726
0.6506829584861292,29.999048472668903,27.713395630811327
0.7875377651119749,302.3916510546416,24.98968874328678
0.1812514297473515,341.727404170238,-1.2331944410509814
0.236007298411311,356.0897367151096,-2.7380767860587496
0.1929901785079863,319.30916862247324,10.36625084448503
0.0942002233929712,5.398918013652349,1.990011915722304
1.1449370240437282,336.42751630224603,-3.384930856515991
0.7250993703516787,61.6751811342898,-13.15917420298252
0.1803723402601675,332.4896059085256,-0.7144656132174775
0.3041120472253805,215.9611622703064,4.104737558441244
0.1969247213973611,127.7692959082969,9.81181326496526
0.0923176837299138,351.88897912573475,-1.9687309377627016
0.6481067073849159,188.0475061406648,-35.9537239610721
0.2854921044542317,295.59858995573785,11.045955523372044
0.2596381647361127,353.9508106307693,-2.438624674113968
0.3598703862008939,150.32346452047102,-0.6381552039134791
0.207785316994352,337.2429641637718,3.201597033601021
0.9330359906807691,31.62164628960994,-18.22243161301302
0.3114913501297777,340.6136027714604,-12.911017179257462
0.6880526035927861,15.808277543208192,-32.571509877041066
0.3658168537444809,329.2121333613613,4.8986867363104665
0.1046069876541468,2.410911825425728,-1.5541479573928965
0.465410910572136,352.33325413106354,-27.96795163509493
0.5770103931470545,193.0903888957143,-32.101226813192504
0.6325165802608895,325.9818728825236,-49.51480116332218
0.192077776269571,276.2112571885174,-0.8903556325922282
0.6092708735214584,316.5979608936302,-15.043551478708258
0.7118887680423522,226.08133890373065,1.8846818965255472
0.1938083547752053,219.05795543930776,-2.01456235473222
0.4736533304170213,353.4537176020305,5.639780612629713
0.9713083236082164,281.3835521386365,19.14299160533912
0.2589909745559617,1.168976791583475,1.756328963319323
0.5533381798632544,202.70306573502376,9.155017526411344
1.375565250724342,278.2619130566911,18.56997914571087
0.5442234939347247,307.4552149035881,-6.531924809484145
0.2309404544645424,288.00834519567087,1.018158384130006
0.1907620701190175,323.0758985183182,12.12667356863485
0.5772141013961342,204.6041588118265,-13.33833007958886
0.1207822909864686,357.40582016796253,3.888642622474343
1.2524595256449214,251.79555118974,-37.00020713602792
0.4385362484254392,313.43273639212555,4.124243271600246
0.535745226737791,318.60648042054004,-5.708598403467383
0.1747690369907675,323.02233429535954,4.109943993310789
0.1391874223032657,335.0309534012267,4.541253823942216
0.4588165170382036,351.9173377755943,3.987919203755209
0.4027398428281031,348.2126539719777,-11.898000224717274
0.4475190613086108,68.94270342642295,4.2736737482112925
0.6401464206653522,311.9760346728333,15.179877770288549
1.4383740317896403,269.36549794341295,54.16650361485402
0.2133896152808278,63.233934630198746,1.261839383792644
0.3398519883806384,36.921210121680986,19.66381201748751
0.2992579134251186,268.72458549397203,-4.594507864372338
0.3193703842173025,345.1341890808023,0.6285457149548928
0.1655150568180736,316.07167363295105,1.3088894884333406
