time_s,amp
0.0,0.0
0.01000010000100001,0.04396367782368882
0.02000020000200002,0.08781312330357333
0.03000030000300003,0.13143471620256947
0.04000040000400004,0.17471605680421412
0.05000050000500005,0.21754656696361652
0.06000060000600006,0.2598180801705689
0.07000070000700007,0.3014254170674361
0.08000080000800008,0.3422669429538072
0.0900009000090001,0.3822451039205622
0.1000010000100001,0.4212669383872979
0.11000110001100011,0.4592445609681617
0.12000120001200013,0.49609561576112743
0.13000130001300014,0.5317436963435709
0.14000140001400013,0.5661187299614997
0.15000150001500015,0.5991573236197101
0.16000160001600017,0.630803070014118
0.17000170001700018,0.6610068114941151
0.1800018000180002,0.6897268605005
0.1900019000190002,0.7169291751917426
0.2000020000200002,0.7425874892464306
0.21000210002100023,0.7666833951109889
0.22000220002200022,0.7892063802474636
0.23000230002300023,0.8101538162245283
0.24000240002400025,0.8295309007841477
0.25000250002500024,0.8473505533047249
0.2600026000260003,0.863633264367305
0.2700027000270003,0.8784069004127188
0.28000280002800026,0.8917064647527384
0.2900029000290003,0.9035738164656332
0.3000030000300003,0.9140573489643669
0.31000310003100034,0.9232116302724284
0.32000320003200033,0.9310970072764566
0.3300033000330003,0.9377791764449497
0.34000340003400037,0.9433287237070668
0.35000350003500036,0.9478206363736161
0.3600036000360004,0.9513337901525791
0.3700037000370004,0.9539504144629247
0.3800038000380004,0.9557555393820756
0.39000390003900043,0.9568364276734003
0.4000040000400004,0.9572819954298291
0.4100041000410004,0.957182224937585
0.42000420004200045,0.9566275734096613
0.43000430004300044,0.9557083812617904
0.44000440004400043,0.9545142836040901
0.4500045000450005,0.9531336285993475
0.46000460004600047,0.9516529062941387
0.4700047000470005,0.9501561914619765
0.4800048000480005,0.9487246039088242
0.4900049000490005,0.9474357895811855
0.5000050000500005,0.9463634256862388
0.5100051000510005,0.9455767528829452
0.5200052000520006,0.9451401374336614
0.5300053000530005,0.9451126660185657
0.5400054000540006,0.9455477757113169
0.5500055000550006,0.9464929213950939
0.5600056000560005,0.9479892826648041
0.5700057000570006,0.9500715120153319
0.5800058000580006,0.9527675258586481
0.5900059000590007,0.9560983396460789
0.6000060000600006,0.9600779480976412
0.6100061000610006,0.9647132512597979
0.6200062000620007,0.9700040268280162
0.6300063000630006,0.9759429488828513
0.6400064000640007,0.9825156528997425
0.6500065000650007,0.9897008466050481
0.6600066000660006,0.997470465965853
0.6700067000670007,1.0057898753205128
0.6800068000680007,1.0146181103824765
0.6900069000690007,1.0239081625833717
0.7000070000700007,1.033607302964249
0.7100071000710008,1.0436574435779022
0.7200072000720008,1.0539955341317844
0.7300073000730007,1.0645539913816815
0.7400074000740008,1.0752611585823681
0.7500075000750008,1.0860417921141483
0.7600076000760008,1.0968175722347149
0.7700077000770008,1.1075076347551203
0.7800078000780009,1.1180291203078143
0.7900079000790008,1.1282977377644667
0.8000080000800008,1.1382283382723262
0.8100081000810009,1.147735496310729
0.8200082000820008,1.1567340941244915
0.8300083000830009,1.1651399058685519
0.8400084000840009,1.1728701777985189
0.8500085000850008,1.1798442008647514
0.8600086000860009,1.1859838721130753
0.8700087000870009,1.1912142413629583
0.8800088000880009,1.1954640397235343
0.8900089000890009,1.198666186618673
0.900009000090001,1.20075827212373
0.910009100091001,1.2016830115678119
0.9200092000920009,1.2013886695254443
0.930009300093001,1.1998294505094027
0.940009400094001,1.1969658538809713
0.950009500095001,1.192764990713804
0.960009600096001,1.187200860581481
0.970009700097001,1.1802545864853924
0.980009800098001,1.171914606397169
0.990009900099001,1.1621768201569567
1.000010000100001,1.1510446907437606
1.0100101001010011,1.1385292992151308
1.020010200102001,1.1246493528989465
1.030010300103001,1.1094311467081626
1.0400104001040011,1.0929084777383953
1.050010500105001,1.0751225135962996
1.060010600106001,1.056121615192091
1.0700107001070012,1.0359611150105492
1.080010800108001,1.0147030521495957
1.090010900109001,0.9924158656824695
1.1000110001100012,0.9691740481569215
1.1100111001110011,0.9450577612911383
1.120011200112001,0.9201524161597666
1.1300113001130012,0.8945482203830437
