10.00000 219.90924
11.80000 210.73899
13.60000 205.59956
15.40000 190.60821
17.20000 195.58628
19.00000 206.50185
20.80000 226.82765
22.60000 225.54139
24.40000 231.40798
26.20000 220.05152
28.00000 222.50634
29.80000 205.81686
31.60000 216.17265
33.40000 212.39593
35.20000 226.46289
37.00000 226.63027
38.80000 235.62480
40.60000 239.13628
42.40000 245.30957
44.20000 239.10625
46.00000 227.19006
47.80000 241.83128
49.60000 237.71214
51.40000 238.90014
53.20000 240.35260
55.00000 242.33297
56.80000 243.33728
58.60000 240.13459
60.40000 235.86582
62.20000 246.46351
64.00000 236.54232
65.80000 239.40233
67.60000 239.59214
69.40000 239.77190
71.20000 245.22868
73.00000 243.36400
74.80000 241.18561
76.60000 244.88111
78.40000 249.54795
80.20000 246.52961
82.00000 252.10990
83.80000 248.68664
85.60000 249.46342
87.40000 254.04711
89.20000 253.26981
91.00000 249.85596
92.80000 256.27475
94.60000 262.27386
96.40000 259.47084
98.20000 268.61735
9.83725 229.59770
6.90778 246.83908
4.14105 253.30460
4.30380 223.13218
2.67631 187.93103
3.32731 149.85632
2.67631 105.31609
2.18807 75.86207
