0.07221 11.17021
1.74687 52.66261
3.00287 82.76494
4.46820 112.76558
6.14286 140.22378
8.02685 167.86505
10.32951 195.24189
13.88816 222.40426
18.17948 231.59859
23.25580 216.03894
27.70412 212.19757
32.30944 223.62462
36.91475 229.61550
42.11817 220.72427
46.78329 212.35606
51.98670 213.08511
56.59202 220.29635
61.19734 225.06687
65.80266 226.50912
69.77998 226.71714
74.41520 222.29331
79.46161 215.27622
84.38093 206.42857
88.82925 201.43617
93.43457 199.10638
98.03989 199.99392
102.64520 204.20973
107.25052 209.31307
111.85584 214.86018
116.46116 218.63222
121.06648 217.74468
125.67179 215.08207
130.27711 211.71682
134.88243 210.97720
139.48775 209.20213
144.09307 208.98024
148.69838 210.75532
152.67570 212.98803
