2.179 39.822
2.382 43.466
2.598 54.242
2.857 65.247
3.081 74.631
3.385 89.340
3.692 101.032
4.031 117.449
4.424 132.529
4.770 141.948
5.285 192.193
5.728 222.238
6.254 254.312
6.828 291.015
7.401 313.472
8.140 412.317
8.888 473.686
9.739 644.030
9.493 527.192
10.595 642.667
10.910 430.133
11.568 753.009
11.568 440.678
12.752 838.074
13.790 1033.781
15.057 1192.337
16.560 1304.080
17.855 1534.427
19.597 1680.180
21.397 2212.136
23.362 2717.418
25.507 3013.133
27.850 3530.469
30.407 4235.568
32.479 4585.783
