1.315 49.533
1.425 66.261
1.556 76.931
1.699 91.211
1.865 101.656
1.938 141.425
2.011 109.786
2.211 140.499
2.414 169.892
2.598 209.656
2.836 229.559
3.079 243.731
3.401 327.062
3.692 381.087
4.044 391.339
4.401 523.181
4.666 749.785
4.805 608.197
5.277 642.167
5.710 805.228
5.522 594.811
6.254 1001.733
6.828 1159.934
7.263 1454.482
7.329 1147.113
7.963 1582.707
8.586 1814.473
9.424 2126.117
10.229 2243.194
11.234 2953.575
12.279 3505.808
13.392 4086.938
14.708 4911.193
15.965 5722.431
17.449 6588.303
17.431 4364.245
17.633 9717.622
18.728 12522.963
19.032 7794.478
20.658 10205.224
22.854 10257.815
23.362 14972.980
24.642 11864.637
27.046 14959.374
27.046 10846.906
29.685 17233.317
32.242 19404.613
31.311 15064.002
35.202 24971.116
38.435 28801.064
41.965 29031.344
45.819 40168.002
49.299 42812.453
