-28.078 11.679 21.000 68.000
-11.961 -9.366 21.000 68.000
-9.802 -6.492 21.000 68.000
-4.693 -8.086 26.000 106.500
-0.664 23.852 26.000 106.500
-0.232 -13.924 32.000 160.000
0.703 -17.092 26.000 106.500
1.423 1.758 26.000 106.500
2.286 11.758 21.000 68.000
2.574 -3.785 21.000 68.000
3.006 6.720 21.000 68.000
3.150 -2.779 21.000 68.000
3.581 18.375 21.000 68.000
3.581 17.367 21.000 68.000
4.229 1.680 26.000 106.500
4.301 16.359 21.000 68.000
4.301 6.501 26.000 106.500
4.589 -5.084 21.000 68.000
4.589 -8.970 21.000 68.000
4.876 -1.919 21.000 68.000
5.164 -0.912 21.000 68.000
5.812 -7.821 26.000 106.500
6.675 9.302 26.000 106.500
6.603 1.819 21.000 68.000
6.747 -22.214 21.000 68.000
6.891 -1.204 21.000 68.000
7.035 -3.363 21.000 68.000
7.179 19.374 21.000 68.000
7.539 7.861 26.000 106.500
8.186 -3.509 21.000 68.000
8.906 -10.418 21.000 68.000
9.050 -1.352 21.000 68.000
9.194 4.692 21.000 68.000
9.194 -2.216 21.000 68.000
9.338 3.036 26.000 106.500
10.345 4.041 26.000 106.500
12.144 -3.446 32.000 160.000
12.360 -4.453 26.000 106.500
13.223 -8.269 21.000 68.000
14.374 -8.055 26.000 106.500
14.806 -5.178 26.000 106.500
15.094 7.989 21.000 68.000
15.669 3.526 21.000 68.000
15.885 -12.592 26.000 106.500
16.317 4.388 26.000 106.500
16.245 2.590 26.000 106.500
16.821 -1.657 21.000 68.000
16.821 -2.664 21.000 68.000
17.109 5.682 21.000 68.000
17.252 1.796 21.000 68.000
18.116 5.248 21.000 68.000
18.404 4.240 21.000 68.000
18.691 2.225 21.000 68.000
18.691 -5.690 21.000 68.000
18.907 -3.244 26.000 106.500
19.123 -4.108 21.000 68.000
19.267 -2.382 21.000 68.000
19.699 7.979 21.000 68.000
19.843 23.377 21.000 68.000
20.562 3.444 26.000 106.500
21.138 -1.666 21.000 68.000
21.747 -3.961 47.000 607.234
22.721 2.504 21.000 68.000
22.721 -20.305 26.000 106.500
22.865 -4.980 21.000 68.000
23.153 4.086 21.000 68.000
23.512 -2.381 46.000 542.304
24.879 10.558 21.000 68.000
25.167 2.211 21.000 68.000
26.606 7.388 21.000 68.000
26.822 -2.182 32.000 160.000
27.110 1.775 26.000 106.500
27.254 4.941 26.000 106.500
27.470 3.069 21.000 68.000
28.045 4.075 21.000 68.000
28.189 5.874 26.000 106.500
28.549 -3.697 26.000 106.500
29.772 -3.268 21.000 68.000
31.355 2.773 21.000 68.000
31.499 9.464 26.000 106.500
35.529 -3.064 26.000 106.500
35.672 3.843 26.000 106.500
38.766 5.779 26.000 106.500
40.709 -21.567 21.000 68.000
44.163 -3.586 21.000 68.000
45.890 4.613 21.000 68.000
46.753 5.186 21.000 68.000
48.192 7.486 21.000 68.000
49.056 1.440 21.000 68.000
