x,y,y_err
-4.8153952098095,-89.7253929733375,2.878949202294768
-4.7805849831086045,-94.03052488108264,2.1878905982750467
-4.6654166996047035,-71.5191330658629,15.313309460543666
-4.530543023810454,-90.87877036370686,6.040917698744257
-4.503864865614493,-82.92646045657507,1.552947961497616
-4.235908761082019,-77.35014290519004,4.197740774521096
-4.084984713055643,-65.92362583696135,3.564418706101064
-4.016518082205024,-63.365055005842905,4.98210251205161
-3.960266578016297,-72.94171495111831,7.030406091070173
-3.883511630598714,-58.182747193423836,6.166725545757854
-3.673265771079471,-66.33417762955341,8.273441847059413
-3.67234802862063,-71.42958692613163,11.041565647663706
-3.599457147020675,-71.51489479919802,16.657747812711317
-3.555764801620848,-34.743152503077994,21.94709822268904
-3.452062790019834,-49.61978165160792,4.136756985408014
-3.4415067674199475,-44.74104684601661,6.902482260811084
-3.3812585038077936,-47.03466095829727,3.60932208070628
-3.13709322624506,-21.986902820945623,21.818575915856663
-3.0204715706166274,-36.34094147813357,8.037193156850424
-2.8711098524917853,-26.577460331386593,12.965134395801826
-2.6664678950321075,-33.44080704910896,2.5611294443886203
-2.6409740799778456,-39.39441752213066,7.120612725712066
-2.2278696409782284,-30.14090757267897,4.560434075563409
-2.224767304254277,-24.717884685286847,0.6299183726990564
-2.1869977609633926,-10.51628904560582,15.50960520783004
-2.111463284749173,-30.84999847421222,6.600755170340764
-2.043583326623936,-33.32844406192549,10.33120823141911
-1.9972666715877487,-35.51650825665225,14.558067612188651
-1.9510341539570697,-19.254195790736322,1.7117470464872349
-1.9335845686420559,-19.89485228010936,1.5680791951830608
-1.8957048841951751,-18.702699397390074,2.5939539812654475
-1.6938707790859455,-17.37339313664909,0.8214219756789
-1.693495788580477,-10.52859291289009,5.766954483210547
-1.6929994410154436,-29.04060511480296,13.043774286409157
-1.4802420095834545,-26.969311971602693,14.501189140902103
-1.3167350828183464,4.040292146181651,15.753670766503298
-1.2587714242479198,-18.201125067907142,7.105504638899685
-1.0626085082015022,-10.423469647816109,4.227623814496333
-1.0625034081782925,-13.120060103523716,3.9938673721513824
-0.9803565084466817,-8.65918503844948,1.4174474160405368
-0.8182498897766646,-3.4679440959039125,4.240086522668733
-0.7939915910320732,-7.459358663383866,1.9976290252459517
-0.48557886514812054,-11.351092856276328,7.844329942234831
-0.26527697032827646,-1.0353850273471514,0.051060849373800954
-0.19253648909640653,-7.7578704832713115,6.857007866763689
-0.1464067573544714,-11.065668372450208,10.035768037082665
-0.020086021266464194,30.710541529431033,30.422838821712503
0.06162032229462433,11.311442227204425,11.16876399622583
0.20981133806063035,12.752931161769483,11.721701825050609
0.4254315746547306,-4.190552694118081,6.008792895731644
0.47320319226824115,6.132048700781967,5.570003193216255
0.732719657481292,18.895849788888505,16.90449951180675
0.9656050305441068,-15.801910383534318,16.585323222570384
1.0481562499367776,-9.847727042376977,12.826773516898145
1.354518911171497,-9.045235163984298,9.218124734005285
1.3650593152102246,20.92117885282765,21.387903995761338
1.3962454289362611,11.613204638844685,10.226717788738863
1.458947898375687,-6.059012698264914,7.399792920258695
1.554742823632127,10.039391857817249,10.444797839557278
1.7088604936844964,-5.542559905509849,5.289245294609696
1.8819401978121526,-9.248219508043405,7.298926635699769
2.420461399459942,-8.65367787120362,2.0932785642649487
2.5423642945208016,-2.058784393088305,4.357275506427635
2.5459541183146506,-2.208076474105739,4.252927486052814
2.6032206385683416,-19.938148085543602,12.30953096663203
2.8767965087569793,-16.3423272566236,6.030667239071761
3.0622528181380897,-25.291477592084924,11.801956463539563
3.092757716874747,-22.29335375031659,8.985013889724597
3.1500855675035915,-21.110541246536805,7.904009231371678
3.1754559059298835,-17.337030155489266,4.8291890663532575
3.1988904116457437,-21.37616299329872,5.933207786025647
3.3581299007929193,-33.58193347231334,17.564107089691895
3.3839704551898286,-23.059596998045997,6.156538219874446
3.4021756380422676,-15.688035205248926,0.7148515028659663
3.4094459055330173,-19.038853502674353,1.9447425954345587
3.505020409135623,-17.80880626360243,2.4069599980970344
3.5131991287902373,-17.3976642919406,2.6357875454027226
3.516425279297767,-14.989673457652241,6.138872497229105
3.5417387274713548,-11.060776488612172,8.750108634933346
3.5420237754199864,-26.513620143829257,7.830793886968988
3.559283479280829,-24.61995804328423,4.701162609840037
3.6276459881093928,-21.679049507343446,1.3944288559059175
3.6949717175792074,-5.186594747545804,17.313596776942166
3.9466118406575728,-28.161407532850827,1.2955453302254711
3.9625227017932456,-39.61410849218869,13.500359740760233
4.062603320256203,-32.38745571035639,2.0388796670644087
4.110534759106651,-28.641472023032467,3.211032857660207
4.122852810922199,-29.78500407105407,0.30303631493430244
4.128137732531233,-29.8228037233096,1.1132830251376618
4.296060759922362,-49.58966468495795,16.375706557528698
4.3798310437589265,-42.714906196830604,8.220268400673602
4.450215650588515,-37.21869134188787,0.6234571700536705
4.475964647911445,-38.47315185270498,0.7934726483012471
4.584839357856827,-49.22822013651916,8.982793535899965
4.66458108922151,-44.90377065961743,4.847057651369039
4.672938815583663,-37.503076934550876,5.890570464051802
4.743274732953582,-40.42607900500091,3.056338739464459
4.811616800837697,-39.01206513259963,6.44576938768335
4.847321262554933,-47.747342646863764,1.376556175078549
4.9522054376139035,-54.22321024178313,2.2279581138712654
