0.76999 85.20567
0.70021 53.88298
0.63043 23.37386
1.24447 175.36332
1.11887 130.76596
1.74687 227.17477
1.95620 255.24316
3.00287 284.53191
5.93352 314.48632
10.32951 302.10517
14.72550 279.65046
19.33081 262.78723
23.93613 252.46960
28.54145 247.92097
33.14677 247.92097
37.75209 249.80699
42.35740 253.91185
46.96272 259.12614
51.56804 264.56231
56.17336 270.44225
60.77868 276.32219
65.38399 281.42553
69.98931 285.64134
74.59463 289.19149
79.19995 292.51976
83.80527 295.51520
88.41058 298.39970
93.01590 300.95137
97.62122 303.61398
102.22654 306.05471
106.83186 308.05167
111.43717 308.93921
115.44440 308.93921
120.28895 309.28789
125.25313 310.00703
130.21730 309.81090
134.46376 310.15957
139.06908 310.82523
143.67440 311.37994
148.27972 311.37994
152.88504 311.37994
157.49035 311.37994
162.09567 311.37994
166.70099 311.37994
170.88764 311.37994
175.73220 311.37994
180.57675 311.37994
185.42131 311.37994
190.30325 312.29521
195.34966 312.25163
200.19421 312.60030
204.79953 312.71125
209.40485 313.82067
214.01017 313.82067
218.61548 313.82067
223.22080 313.82067
227.82612 313.82067
232.43144 313.82067
237.03676 313.82067
241.64208 313.82067
246.24739 313.82067
250.85271 313.82067
254.20203 313.82067
