0.276 7.283
0.550 7.416
0.756 7.716
0.858 7.967
0.963 8.230
1.020 8.515
1.098 8.791
1.340 8.858
1.563 8.611
1.738 8.327
1.882 8.071
2.040 7.829
2.220 7.587
2.403 7.415
2.694 7.301
3.009 7.292
3.248 7.473
3.439 7.798
3.573 8.074
3.639 8.349
3.683 8.630
3.813 8.868
4.073 8.801
4.201 8.601
4.370 8.360
4.537 8.084
4.696 7.830
4.876 7.591
5.060 7.417
5.350 7.304
5.642 7.244
5.938 7.305
6.145 7.575
6.279 7.846
6.383 8.105
6.465 8.434
6.578 8.766
6.860 8.778
6.992 8.561
7.159 8.319
7.325 8.042
7.483 7.790
7.644 7.563
7.844 7.378
8.139 7.255
8.430 7.220
8.710 7.336
8.900 7.628
9.038 7.885
9.138 8.177
9.214 8.544
9.360 8.817
9.632 8.719
9.754 8.494
9.920 8.244
10.036 7.987
