36747.64327 607847.33362 6.00000 5.50000
35566.57451 500458.53919 5.00000 4.00000
34177.82750 237571.26772 4.00000 2.00000
32744.41795 258165.98331 4.00000 2.75000
32649.58989 133161.34348 3.00000 1.33333
31480.28750 2998.46133 4.00000 2.00000
31297.01501 85216.46822 4.00000 2.00000
30814.72791 67866.44147 4.00000 2.00000
30341.53783 40699.51981 4.00000 2.00000
29282.41407 54473.56106 3.00000 1.33333
28806.92261 38363.17524 4.00000 2.00000
28683.88254 30280.55447 3.00000 1.33333
28219.55542 16364.71395 4.00000 2.00000
27784.38703 13793.65734 4.00000 2.00000
27765.79189 0.65373 1.00000 0.00000
27501.02748 6979.08944 4.00000 2.00000
27234.50311 21903.06541 3.00000 1.33333
27109.87163 9003.09162 4.00000 2.75000
27187.41645 2.85505 1.00000 0.00000
26952.88597 3886.94583 5.00000 4.00000
26773.15934 7036.72294 3.00000 1.33333
26820.28895 0.08466 4.00000 2.75000
26652.95478 17274.64326 4.00000 2.00000
26384.02971 4956.02786 4.00000 2.00000
26264.70744 164.68807 4.00000 2.00000
26108.64689 8736.17578 4.00000 2.00000
25908.12039 5870.69878 2.00000 0.50000
25775.95251 3945.57220 2.00000 0.50000
25442.47080 4947.76483 4.00000 2.00000
24992.86967 698017.25715 4.00000 3.50000
25115.64648 0.49936 3.00000 1.33333
24873.14983 5252.39521 7.00000 12.57143
24920.69528 3939.46339 4.00000 2.00000
24559.47827 2253.49003 3.00000 1.33333
24472.79279 3320.13941 2.00000 0.50000
24297.62731 12830.95362 3.00000 1.33333
24281.89874 4164.46197 4.00000 2.00000
24147.15857 28654.79344 4.00000 2.00000
24218.15585 4936.57274 2.00000 0.50000
24159.61777 1991.32566 4.00000 2.00000
24064.01918 2878.86425 4.00000 2.75000
24121.39903 0.01296 4.00000 2.75000
23886.55759 3679.98078 3.00000 1.33333
23490.06801 161494.42532 4.00000 2.75000
23538.77994 2958.69999 4.00000 2.00000
23509.15364 2425.69901 4.00000 2.75000
23586.36325 0.08658 4.00000 2.00000
23399.25881 1661.41792 3.00000 1.33333
